17.359531,78.396512,60,31,73,3,10,7,4,Hyderabad
17.271509,78.507272,80,33,76,2,2,24,5,Hyderabad
17.509593,78.43243,57,30,64,3,11,7,4,Hyderabad
17.433435,78.469296,80,40,58,3,9,4,4,Hyderabad
17.57693791398105, 78.42310198437337,67,35,79,2,2,26,5,Hyderabad
17.49117,78.487691,84,33,71,2,1,20,5,Hyderabad
17.467394237004918, 77.64212121086952,115,39,79,3,14,19,4,Hyderabad
17.42516,78.509575,69,38,64,3,13,9,4,Hyderabad
17.259033,78.382346,99,37,76,2,4,24,4,Hyderabad
28.673489339432006, 77.26685164830684,78,38,72,3,12,22,5,Delhi
28.459144,77.051652,60,38,72,2,13,10,4,Delhi
28.68960964425082, 77.1776718182253,111,31,69,3,2,18,4,Delhi
28.460277,77.186406,100,40,69,3,14,26,5,Delhi
28.523228,77.24914,113,30,61,3,11,22,5,Delhi
28.557634,77.33094,81,36,58,3,8,17,5,Delhi
28.66090180662869, 77.2404411410174,80,35,76,3,5,21,4,Delhi
28.561821,77.247832,93,32,69,3,1,16,4,Delhi
28.657474831191237, 77.1663350787347,118,37,63,2,9,7,5,Delhi
28.643661,77.030674,76,33,65,2,9,9,5,Delhi
19.17470597325604, 72.94059999077695,66,38,72,2,14,15,4,Mumbai
18.97552531665132, 72.82947705129028,70,36,68,3,1,9,4,Mumbai
19.119847327831604, 72.87079095746029,73,37,57,3,9,19,4,Mumbai
18.926530155203015, 72.82631086592217,72,30,64,3,4,19,4,Mumbai
19.344670888282536, 72.83192754304183,68,37,73,3,11,14,5,Mumbai
19.052761,72.883891,108,32,73,2,5,15,5,Mumbai
19.216713017768786, 72.9745778384095,82,34,68,3,3,23,5,Mumbai
19.020408,72.844563,87,33,77,2,6,13,4,Mumbai
18.961883,72.820717,80,37,78,2,13,1,5,Mumbai
19.344670888282536, 72.83192754304183,78,40,62,3,3,4,5,Mumbai
13.090313,80.287543,101,34,57,2,15,17,4,Chennai
12.924722,80.219397,82,40,73,2,9,5,4,Chennai
12.924641,80.219025,80,32,64,2,12,3,5,Chennai
13.082447,80.271064,107,34,66,2,0,10,5,Chennai
12.854093,80.305744,92,32,59,2,14,15,4,Chennai
13.168335,80.225586,120,32,76,3,6,26,4,Chennai
12.967508,80.244381,96,37,64,3,4,4,5,Chennai
12.852052,80.295572,100,40,58,3,11,6,5,Chennai
13.160313,80.311341,111,34,73,2,2,5,4,Chennai
12.86479,80.231422,115,38,73,3,15,3,5,Chennai
27.15142,81.044343,73,40,73,2,13,13,4,Lucknow
26.766615,81.09055,89,34,76,2,11,14,5,Lucknow
26.701065,80.90856,105,34,66,2,14,23,5,Lucknow
26.708172,81.103446,117,36,58,3,5,5,5,Lucknow
27.058473,81.029112,61,39,67,2,3,23,5,Lucknow
27.144833,81.026777,90,40,61,2,9,11,5,Lucknow
26.730903,81.056986,94,34,76,2,3,18,4,Lucknow
26.940947,81.070987,119,39,62,2,15,14,5,Lucknow
27.094364,80.947754,58,37,78,3,15,15,5,Lucknow
26.769344,81.000463,100,37,72,2,11,18,5,Lucknow
25.604941,85.130853,63,37,58,3,8,9,5,Patna
25.572579,85.237491,98,30,69,3,3,10,5,Patna
25.601571,85.081055,93,30,67,3,6,13,5,Patna
25.565355,85.109069,104,33,60,2,2,2,4,Patna
25.674304,85.106988,104,30,74,3,7,7,5,Patna
25.575419,85.08722,67,40,58,2,0,18,5,Patna
25.639712,85.101186,100,32,78,2,3,1,5,Patna
25.609415,85.158423,77,32,62,2,10,13,4,Patna
25.567759,85.058545,59,35,57,2,7,3,4,Patna
25.65348,85.236809,110,40,58,2,11,8,4,Patna
21.025464,86.10213,101,38,76,2,15,17,4,Odisha
21.280687,85.512633,86,32,75,3,11,1,4,Odisha
21.10732,84.243257,89,39,64,2,3,4,5,Odisha
21.269505,86.342816,97,37,74,3,5,17,4,Odisha
21.088629,85.945051,86,30,65,2,2,22,5,Odisha
21.185962,84.967847,107,31,58,2,1,18,4,Odisha
21.136235,86.287317,56,32,61,3,8,24,5,Odisha
21.314316,83.75499,74,30,77,2,14,11,5,Odisha
21.004594,84.677983,95,35,60,2,9,3,5,Odisha
21.291592,84.687133,73,36,60,2,8,21,5,Odisha
15.270462,73.872029,89,39,77,3,12,23,4,Goa
15.692568,74.129623,108,35,79,2,9,21,4,Goa
15.537382,73.769731,104,40,75,2,2,22,5,Goa
15.459173,73.807073,117,31,78,3,11,10,4,Goa
15.69108,74.156416,89,34,61,3,11,10,4,Goa
15.420865,73.899714,66,39,76,3,8,8,4,Goa
15.326373,74.073315,101,40,79,2,8,26,4,Goa
15.371155,73.874214,61,38,74,2,0,9,5,Goa
15.619668,74.191289,104,37,77,2,0,19,4,Goa
15.620666,73.77828,81,36,58,3,9,16,4,Goa
10.07722,76.222123,69,39,67,3,6,7,5,Kochi
9.928671,76.218575,78,38,60,2,5,14,4,Kochi
9.988838,76.355512,119,34,63,2,4,23,5,Kochi
10.219521,76.364504,120,38,62,3,12,5,5,Kochi
10.016174,76.348467,111,38,57,2,0,3,4,Kochi
10.157893,76.339346,66,35,73,2,6,21,5,Kochi
10.028322,76.329796,117,40,73,3,2,15,5,Kochi
10.029112,76.274067,77,35,67,3,11,3,4,Kochi
10.073178,76.202705,58,34,75,2,0,14,5,Kochi
10.229183,76.304429,87,39,68,3,9,20,5,Kochi
17.639413,83.32525,100,36,62,3,6,10,4,Vishakhapatnam
17.664572,83.375023,80,34,70,2,14,11,4,Vishakhapatnam
17.701192,83.309923,75,37,67,2,10,23,5,Vishakhapatnam
17.737496,83.411761,95,34,58,2,13,22,4,Vishakhapatnam
17.645522,83.393545,80,34,70,2,10,5,4,Vishakhapatnam
17.644702,83.388186,64,34,61,3,7,6,5,Vishakhapatnam
17.742347,83.264265,95,36,74,2,5,10,4,Vishakhapatnam
17.749732,83.357214,105,37,61,3,12,17,5,Vishakhapatnam
17.74636,83.370995,55,33,66,2,7,19,4,Vishakhapatnam
17.638445,83.285172,90,39,78,2,11,21,5,Vishakhapatnam
22.984576,72.671284,67,36,75,3,2,17,4,Ahmedabad
22.983148753295293, 72.5010431350535,69,31,71,2,14,7,4,Ahmedabad
22.951184,72.691987,73,34,58,2,2,16,5,Ahmedabad
23.102153853360914, 72.55719290809407,92,34,67,3,3,22,4,Ahmedabad
23.009038,72.57723,116,32,62,2,2,19,4,Ahmedabad
23.140535,72.534967,118,32,64,3,9,2,4,Ahmedabad
23.027385,72.683297,99,31,64,2,11,22,5,Ahmedabad
23.036967,72.59773,68,30,67,3,15,19,5,Ahmedabad
23.070677002798337, 72.6561542678306,98,38,64,2,15,20,5,Ahmedabad
23.047642,72.643439,82,30,57,2,13,15,4,Ahmedabad
