17.478973,78.550918,81,39,79,2,2,11,5,Hyderabad
17.411386,78.436996,88,40,64,3,2,18,4,Hyderabad
17.237299,78.562011,99,33,66,2,7,12,5,Hyderabad
17.258602,78.470359,101,40,65,3,6,4,4,Hyderabad
17.408777,78.418425,84,31,77,3,1,24,4,Hyderabad
17.395318,78.528282,118,40,75,2,8,7,5,Hyderabad
17.376648,78.55583,56,39,69,3,4,26,4,Hyderabad
17.401697,78.446982,92,39,63,2,11,24,4,Hyderabad
17.230541,78.55595,85,40,68,3,2,2,4,Hyderabad
17.227975,78.383848,70,31,64,2,4,15,4,Hyderabad
28.842514,76.860062,119,39,72,2,10,16,4,Delhi
28.802039,76.931805,68,35,68,2,9,3,5,Delhi
28.479222,77.139794,71,36,68,2,10,16,5,Delhi
28.516243,77.087546,67,34,70,2,2,22,5,Delhi
28.436458,76.885864,89,32,77,3,9,16,4,Delhi
28.481736,76.926889,109,38,58,3,10,22,5,Delhi
28.827132,76.840208,106,31,58,2,8,26,4,Delhi
28.612419,77.149691,120,35,77,2,9,19,4,Delhi
28.664852,77.150625,113,34,67,2,14,4,4,Delhi
28.460825,76.896671,74,36,69,2,6,20,4,Delhi
18.904999,72.84745,88,33,72,3,0,4,5,Mumbai
18.914379,72.9852,113,35,61,2,14,6,4,Mumbai
19.055274,72.807769,100,30,71,2,3,8,5,Mumbai
19.2099,72.938263,96,35,59,2,15,21,5,Mumbai
18.963004,72.797361,117,38,63,3,4,6,5,Mumbai
18.945493,72.885976,118,40,77,3,6,23,5,Mumbai
19.144756,72.880914,114,31,74,2,9,25,5,Mumbai
18.951688,72.981784,74,32,77,2,7,7,5,Mumbai
18.993857,72.839331,95,37,73,3,1,10,5,Mumbai
19.23753,72.789617,70,40,68,2,15,11,4,Mumbai
12.902191,80.22282,106,36,64,3,1,25,5,Chennai
12.883074,80.305094,92,40,66,3,11,4,5,Chennai
13.114824,80.296198,116,35,60,2,3,24,4,Chennai
12.967831,80.233328,80,39,64,2,5,12,4,Chennai
12.934684,80.300798,83,35,65,2,8,20,4,Chennai
13.091799,80.209306,86,37,64,3,2,9,5,Chennai
13.176975,80.237257,100,34,63,3,2,20,5,Chennai
13.132878,80.232103,119,37,60,3,4,9,5,Chennai
13.166661,80.311661,68,35,64,3,0,10,4,Chennai
13.129346,80.254912,59,34,64,3,11,16,5,Chennai
26.883754,81.112555,64,31,62,3,13,5,4,Lucknow
26.764727,81.100948,113,37,76,2,10,14,4,Lucknow
26.89775,81.117406,78,34,73,2,1,26,4,Lucknow
26.888969,81.042078,62,32,75,2,3,9,5,Lucknow
27.071526,81.062565,88,32,57,2,15,15,4,Lucknow
26.715688,81.062431,93,40,72,3,2,6,5,Lucknow
26.864956,80.957693,76,36,58,2,4,5,4,Lucknow
26.757711,80.931705,72,35,73,2,12,20,4,Lucknow
26.966634,80.997889,75,40,65,3,4,8,4,Lucknow
26.885364,81.115662,120,34,63,2,10,8,5,Lucknow
25.646512,85.212645,68,33,60,3,11,22,4,Patna
25.563074,85.083068,84,34,67,2,5,24,4,Patna
25.567963,85.062211,88,39,58,3,8,9,4,Patna
25.60369,85.105491,63,37,73,3,4,4,4,Patna
25.638189,85.085509,110,36,73,3,12,17,4,Patna
25.598285,85.275898,68,39,74,2,13,10,5,Patna
25.653608,85.096696,114,39,67,3,10,22,4,Patna
25.569038,85.167016,64,31,74,2,15,16,4,Patna
25.664523,85.192224,116,37,78,3,5,14,4,Patna
25.593171,85.16204,66,30,69,2,11,7,4,Patna
